x,y
-734818.992940451949835,-1073002.252946142107248
-734634.210741560906172,-1072982.069497898221016
-737768.193340532481670,-1073910.351130980998278
-737347.103986904025078,-1073680.319053135812283
-737070.555140357464552,-1073102.035487208515406
-736401.353419847786427,-1072440.235161833465099
-735696.004567235708237,-1072169.104517202824354
-735350.303098578006029,-1072432.478583551943302
-738432.673604827374220,-1076176.188759747892618
-738133.407006688416004,-1075493.714644793421030
-738189.577457755804062,-1075249.440491076558828
-738310.972736179828644,-1075028.064299874007702
-738267.655759021639824,-1074875.620880451053381
-738019.570109456777573,-1074170.909750975668430
-744600.726866066455841,-1083343.406440697610378
-745186.216598629951477,-1082566.125491954386234
-745061.758433084934950,-1082401.513469960540533
-745008.108664777129889,-1082031.232768706977367
-744830.667266845703125,-1081755.350458089262247
-745268.290099125355482,-1081401.207539808005095
-740037.477153867483139,-1064986.584449630230665
-739798.813636593520641,-1064892.844911511987448
-739649.832117807120085,-1065021.014339316636324
-739545.778123952448368,-1064869.463941827416420
-739316.812992531806231,-1064583.619390029460192
-738752.463816780596972,-1064403.168888855725527
-738090.534794263541698,-1064660.698673207312822
-737763.101858217269182,-1065011.725968226790428
-737712.756305992603302,-1065078.072748251259327
-737700.713781215250492,-1065093.942834191024303
-737585.931824401021004,-1065245.205627627670765
-737362.304044455289841,-1065526.198978334665298
-736878.937499422580004,-1065763.246185276657343
-736558.998508688062429,-1065830.261771325021982
-736305.771958503872156,-1065790.752972178161144
-736252.305195081979036,-1065779.891946505755186
-735614.414772406220436,-1065920.162223163992167
-735254.195148941129446,-1065491.527061194181442
-734524.206469561904669,-1065438.099587943404913
-747609.173526436090469,-1085676.141435753554106
-748768.939576715230942,-1084061.302129261195660
-748936.827525869011879,-1083936.776384618133307
-749310.551443099975586,-1084093.079845082014799
-749851.159052710980177,-1084562.717705816030502
-750426.624902181327343,-1084681.711045108735561
-742971.045828379690647,-1100498.574693448841572
-744175.460006814450026,-1100476.439833369106054
-744645.365215338766575,-1100024.714099738746881
-744919.040640696883202,-1099946.759606167674065
-745231.595698595046997,-1100118.119060222059488
-745346.468459360301495,-1100524.505682550370693
-745588.672981481999159,-1100680.238300483673811
-746150.547574944794178,-1100510.808954257518053
-746412.901668448001146,-1100549.728924706578255
-746780.592361617833376,-1100447.645027346909046
-746812.420892726629972,-1100441.262382693588734
-746918.396263264119625,-1100420.010765664279461
-747247.900577135384083,-1100616.350386682897806
-747540.164269790053368,-1100232.154329162091017
-748429.088327229022980,-1100358.502788498997688
-748901.884593859314919,-1100215.731561481952667
-750136.214134003967047,-1100013.512559249997139
-750721.716614045202732,-1100079.254969127476215
-751361.262113355100155,-1099941.276968371123075
-740006.908876825124025,-1073758.148167405277491
-738908.897022116929293,-1073477.208076708018780
-738646.916796419769526,-1073553.179551683366299
-737274.962168566882610,-1074240.137984842061996
-737009.724700365215540,-1074830.762156974524260
-736804.916039295494556,-1075156.651076607406139
-735873.428153622895479,-1075765.528763778507710
-735515.054295089095831,-1077125.782778657972813
-735675.141137100756168,-1074243.955243248492479
-735775.057264748960733,-1073691.081940691918135
-735718.849269740283489,-1073499.029837775975466
-735379.839703034609556,-1073337.894559372216463
-735050.886673919856548,-1073130.048331514000893
-735123.585015702992678,-1072978.467025760561228
-743125.611790161579847,-1073688.863704938441515
-742948.433723688125610,-1073780.504973292350769
-742925.519695863127708,-1073545.683510892093182
-742898.472865894436836,-1073570.366120293736458
-742628.891476370394230,-1073765.661321248859167
-742515.409762289375067,-1073735.502535104751587
-742213.497276712208986,-1073923.325793240219355
-742061.943561386317015,-1073933.460561927407980
-741484.649060033261776,-1073741.452114757150412
-741109.001670643687248,-1073773.007884766906500
-728632.678830012679100,-1078591.358724869787693
-728893.145947560667992,-1078775.736846178770065
-729024.615749746561050,-1078719.846664998680353
-734631.717299986630678,-1072620.694219529628754
-735240.625546179711819,-1071935.505764931440353
-735454.249350052326918,-1071812.549880903214216
-736107.825631421059370,-1071667.743772264569998
-736539.255110364407301,-1071355.263976871967316
-737023.658741291612387,-1070774.982898641377687
-737138.148553855717182,-1069898.823781259357929
-737547.615525607019663,-1069564.983578719198704
-737882.479368072003126,-1069130.688187379390001
-738372.342935811728239,-1068856.803214438259602
-738424.492692697793245,-1068876.046143293380737
-738520.630153618752956,-1069006.925370547920465
-738554.351423237472773,-1069098.273272294551134
-738794.609946835786104,-1069254.119744408875704
-739336.396610829979181,-1069226.339148670434952
-739774.982139613479376,-1068787.428995758295059
-734623.882315985858440,-1072704.373552978038788
-734631.186271496117115,-1072836.653780423104763
-729198.663175377994776,-1078536.263427510857582
-729617.847566884011030,-1078106.572320364415646
-729691.218731023371220,-1077979.626999668776989
-729899.641214724630117,-1077690.525554616004229
-729964.394734650850296,-1077663.743976961821318
-730412.978826195001602,-1077153.284501492977142
-730700.844639021903276,-1076555.876924961805344
-730850.116031959652901,-1075950.646238792687654
-731867.418540917336941,-1074182.647558644413948
-732874.385290130972862,-1073666.521567381918430
-733540.214866217225790,-1073520.339080389589071
-734179.564438540488482,-1073278.672222431749105
-747606.519780963659286,-1068665.779291644692421
-747648.615270357578993,-1068158.664370171725750
-747542.759341940283775,-1067918.901251975446939
-746992.269293855875731,-1067466.904154229909182
-746449.103282921016216,-1067528.618361137807369
-746050.254436273127794,-1067889.002304829657078
-746015.885839253664017,-1068191.002625767141581
-745862.590259674936533,-1068626.789646629244089
-744848.621128842234612,-1068575.360034924000502
-744444.203904513269663,-1068765.980229381471872
-743975.992015056312084,-1069213.369026608765125
-743066.985092215240002,-1069442.546848822385073
-743017.011486943811178,-1069482.110654205083847
-743000.180101484060287,-1069576.123651918023825
-742834.358989953994751,-1069658.362171132117510
-742488.853099036961794,-1070292.650645535439253
-742213.175970420241356,-1070043.785828221589327
-741912.208195183426142,-1069487.909883473068476
-742041.399865929037333,-1069035.799804653972387
-741793.633252553641796,-1068631.414710953831673
-741612.276108853518963,-1068520.834008488804102
-741235.142677880823612,-1068553.533733658492565
-740710.289379172027111,-1068359.643199980258942
-740573.052478350698948,-1068618.600876465439796
-738074.236358147114515,-1076613.258910287171602
-737225.394387107342482,-1076764.157440178096294
-736938.293597567826509,-1076647.652827639132738
-736385.665116433054209,-1076559.294296737760305
-736186.013595920056105,-1076685.961268398910761
-735981.240557938814163,-1077018.388771008700132
-735641.422137577086687,-1077164.068343807011843
-731667.441697787493467,-1078992.656309608370066
-731511.761641371995211,-1079018.429439537227154
-731053.580794554203749,-1079036.446340426802635
-730622.457604322582483,-1078910.720935892313719
-729983.287893671542406,-1079139.629489466547966
-729502.259026512503624,-1079298.385704349726439
-729399.880714800208807,-1079308.135080110281706
-735296.501932144165039,-1077101.367866292595863
-735003.996910527348518,-1077303.557357240468264
-733402.170334100723267,-1077844.962120767682791
-733166.954049136489630,-1078003.840397112071514
-732984.494510546326637,-1078329.872682213783264
-732115.533527143299580,-1078729.178342584520578
-731704.077948864549398,-1078960.255364362150431
-729104.655416358262300,-1079294.933931842446327
-744407.056881211698055,-1077544.354243494570255
-744116.363223798573017,-1077066.641641404479742
-744060.315183442085981,-1076789.583419617265463
-743880.993794478476048,-1076656.323382612317801
-743839.691093426197767,-1076333.003341682255268
-743429.342450235038996,-1074905.248987350612879
-743433.194982487708330,-1074201.335361037403345
-743141.198462996631861,-1073964.741126112639904
-743343.658794190734625,-1072834.510632555931807
-743407.698280740529299,-1071835.082182891666889
-742998.382881741970778,-1071217.688482087105513
-742892.513507355004549,-1070833.697606571018696
-734268.728505257517099,-1072004.991567697376013
-734324.972996469587088,-1071402.642160747200251
-734522.711172960698605,-1070985.389797922223806
-734440.103675384074450,-1070522.555248606950045
-734719.092878114432096,-1069991.340609248727560
-734709.120858047157526,-1069737.373832240700722
-734599.709431074559689,-1069645.629710949957371
-734183.291766110807657,-1069120.252543292939663
-734029.164981130510569,-1068502.635674316436052
-733825.324429880827665,-1068251.067343980073929
-734031.873907465487719,-1067958.504172910004854
-734055.265354529023170,-1067730.961694933474064
-734236.601368848234415,-1067533.122237116098404
-734293.785506334155798,-1067426.205823324620724
-734337.609414011240005,-1067330.429133486002684
-734358.371388196945190,-1067199.653806906193495
-734357.908986538648605,-1067075.620499074459076
-734339.303955439478159,-1066921.115306090563536
-734333.121777970343828,-1066593.779285795986652
-734160.717205364257097,-1066052.605548474937677
-734219.624697066843510,-1065902.807492621243000
-734445.064015835523605,-1065824.683614756911993
-734583.997553557157516,-1065551.974552985280752
-734237.478500094264746,-1065228.990835919976234
-734065.524629402905703,-1064884.327326267957687
-733508.940763078629971,-1064895.222578044980764
-726547.202470075339079,-1072160.100781578570604
-726644.416132438927889,-1072173.092906136065722
-727100.216344133019447,-1072369.962857149541378
-727425.928894553333521,-1072589.692353624850512
-728175.016438826918602,-1072832.718127634376287
-728521.407668270170689,-1072973.697024356573820
-728493.509202018380165,-1072652.157264735549688
-728362.515247460454702,-1071953.531920839101076
-728517.060603730380535,-1073107.687858544290066
-728471.910259872674942,-1073309.917862024158239
-727954.016560152173042,-1073959.817805733531713
-727674.369203396141529,-1074227.194056227803230
-727525.283609312027693,-1074071.064694877713919
-726939.956625368446112,-1074019.172681517899036
-726810.406104389578104,-1073968.016005538403988
-726653.668356571346521,-1073486.596856009215117
-726434.735140901058912,-1073299.090014718472958
-726373.082750525325537,-1073252.492919445037842
-724778.446973916143179,-1075108.810665700584650
-724982.878973212093115,-1074892.170424416661263
-726090.880659531801939,-1074622.481117889285088
-726390.125953666865826,-1073132.904814273118973
-726436.193242806941271,-1072981.064542632550001
-726306.612162806093693,-1072991.643202941864729
-726246.821777302771807,-1072869.289768207818270
-726512.411110814660788,-1072474.142579555511475
-726512.177639886736870,-1072254.096840858459473
-725950.810326188802719,-1071391.345450729131699
-726516.055841714143753,-1070701.795437883585691
-726487.575531680136919,-1070776.042685527354479
-726378.678369391709566,-1071059.933031521737576
-726121.378738131374121,-1071270.100697316229343
-727222.589511264115572,-1069148.403514377772808
-729429.350613277405500,-1080731.430960439145565
-729327.753914039582014,-1080560.992991864681244
-728991.618292387574911,-1080010.446715179830790
-729044.106643237173557,-1079120.266070753335953
-728881.388407494872808,-1079120.294359676539898
-728750.159934274852276,-1079235.178296312689781
-728621.562330916523933,-1079718.324467141181231
-728266.357879519462585,-1079482.269118744879961
-728105.255430240184069,-1079529.263830546289682
-727903.810531690716743,-1079607.837711840867996
-727783.279287785291672,-1079293.483513347804546
-727591.506581641733646,-1079359.316552553325891
-727497.567973323166370,-1079422.144854094833136
-727537.624390143901110,-1078699.130616657435894
-727428.485025778412819,-1078507.645165320485830
-727059.757770583033562,-1078313.790953218936920
-726638.086398553103209,-1078148.875436484813690
-726466.906631547957659,-1077890.847627382725477
-726363.404446318745613,-1077611.741252627223730
-726443.584335185587406,-1077183.948995798826218
-726338.759904731065035,-1076830.773314218968153
-726189.434204045683146,-1076688.725899465382099
-725842.153095878660679,-1076682.679054811596870
-727521.386897448450327,-1079079.514829084277153
-727554.212176542729139,-1078902.240719970315695
-726344.718739401549101,-1083440.257411129772663
-726563.192522004246712,-1083118.327893011271954
-726643.518221061676741,-1082849.235971707850695
-726565.731714800000191,-1082465.691083289682865
-726612.287075176835060,-1082159.705167390406132
-726979.362571578472853,-1081471.120470389723778
-727549.018889028578997,-1080803.505898173898458
-727780.915416464209557,-1080455.208135001361370
-727969.937461379915476,-1080214.583252385258675
-728095.692901067435741,-1079608.232709027826786
-731259.841096479445696,-1084405.145609382539988
-728600.736968588083982,-1084460.539861287921667
-728572.940831400454044,-1084237.360338542610407
-728354.980614993721247,-1084030.915983989834785
-727805.745931532233953,-1083940.320008810609579
-727690.940225992351770,-1083941.528225231915712
-727227.512307778000832,-1084051.709564935415983
-726663.936711836606264,-1083943.870268680155277
-726611.355461563915014,-1083940.364886917173862
-726269.543719850480556,-1083817.883628159761429
-730346.112717419862747,-1084665.878328487277031
-729300.359409715980291,-1084666.098528068512678
-729106.995189707726240,-1084468.548595156520605
-730961.145864740014076,-1084446.041788127273321
-730493.604527540504932,-1084607.517930593341589
-729584.644229032099247,-1087394.154461648315191
-729912.073497999459505,-1087027.986655510962009
-730460.493739865720272,-1086744.208941340446472
-730992.609433814883232,-1086034.249867357313633
-730970.705599941313267,-1085625.649200223386288
-727596.758367855101824,-1093941.669925961643457
-727498.759775184094906,-1093326.865709371864796
-729443.858814574778080,-1088823.118429377675056
-729671.215842943638563,-1088246.654260311275721
-729560.649983432143927,-1087844.479195084422827
-729377.883806880563498,-1086826.039541263133287
-729332.150571506470442,-1086413.974528774619102
-728865.621872983872890,-1085898.455352377146482
-728773.556969273835421,-1085617.141393870115280
-729026.096028771251440,-1084942.220770668238401
-728653.032535661011934,-1090404.505560267716646
-728887.523960623890162,-1090007.735250990837812
-729040.853940933942795,-1089620.186082947999239
-729195.171239588409662,-1089426.289961334317923
-729192.884202379733324,-1089137.901327293366194
-727951.836392208933830,-1092389.145354814827442
-728092.684496317058802,-1091616.054659169167280
-728291.608013615012169,-1091332.613443482667208
-728425.648091483861208,-1090964.609476681798697
-731121.350577265024185,-1094612.861649986356497
-731195.264993503689766,-1094020.003526028245687
-730542.089297257363796,-1092385.578505761921406
-730472.690980605781078,-1090912.486786361783743
-730215.359917204827070,-1090506.259769439697266
-730361.272262442857027,-1090108.996848724782467
-730151.995173860341311,-1089713.487492002546787
-730177.236402183771133,-1089501.963354878127575
-730218.409358356148005,-1089194.999724894762039
-730041.498465050011873,-1088948.214143436402082
-729620.577971845865250,-1088993.382997330278158
-733289.131638526916504,-1089249.324585653841496
-731684.077680129557848,-1089524.041462484747171
-731233.376110292971134,-1089418.207711189985275
-730866.633270673453808,-1089270.810372103005648
-730398.847635921090841,-1089313.480545733124018
-727646.132317803800106,-1090330.092420790344477
-727072.059959735721350,-1089946.382513657212257
-726742.397262815386057,-1090371.123059235513210
-727813.832896497100592,-1084693.299026262015104
-727733.379548035562038,-1084686.364747606217861
-727059.916328251361847,-1085154.634961139410734
-726935.336799729615450,-1085395.401812240481377
-726806.364455450326204,-1086152.595704630017281
-726219.901549000293016,-1086660.313599262386560
-725931.587478976696730,-1087169.298383638262749
-725551.130099520087242,-1087413.692503344267607
-725279.540021821856499,-1087828.881171755492687
-725146.541919291019440,-1087888.163404379040003
-725280.215812768787146,-1088138.902450170367956
-725357.993238635361195,-1088336.977649014443159
-725286.152644943445921,-1089056.313104070723057
-727417.368875928223133,-1079478.673980768769979
-728723.041508886963129,-1077972.961116541177034
-728545.240038365125656,-1078689.359936889261007
-728227.362821191549301,-1078851.177816532552242
-727302.005948450416327,-1092849.502527870237827
-726832.569951884448528,-1092458.724231630563736
-726529.456060182303190,-1091763.664165176451206
-726632.232337672263384,-1090297.289668060839176
-726237.317222960293293,-1089723.767372388392687
-725196.823908749967813,-1089645.980691503733397
-725041.764113172888756,-1089573.973332863301039
-725056.498800478875637,-1089495.396482978016138
-739726.047890339046717,-1081071.050834469497204
-739178.009374309331179,-1081358.041087660938501
-738232.872781664133072,-1081492.588619917631149
-737856.600241996347904,-1081504.336904969066381
-737568.621797345578671,-1081505.806881237775087
-737299.271608650684357,-1081494.936076678335667
-736913.973330859094858,-1081318.766981802880764
-736869.926255010068417,-1081301.273251369595528
-736311.321476902812719,-1081404.229565151035786
-735033.943355124443769,-1081530.089254759252071
-734059.614514544606209,-1081530.332853823900223
-733499.965316377580166,-1081283.646807465702295
-733263.579232048243284,-1081034.488798163831234
-732144.470301654189825,-1081286.647528804838657
-731955.995350543409586,-1081339.238034099340439
-731060.262742996215820,-1081444.012871626764536
-730633.193076070398092,-1081597.341454952955246
-742126.082932282239199,-1080902.148325785994530
-740918.493758767843246,-1080665.040175423026085
-740656.648516636341810,-1080737.219188455492258
-743749.958803523331881,-1079305.701184973120689
-743597.881393872201443,-1079397.095885679125786
-743267.207629881799221,-1079427.821323402225971
-742993.982906438410282,-1079624.507047172635794
-742658.422143645584583,-1080093.397870786488056
-742517.969909843057394,-1080634.292909827083349
-744534.496384948492050,-1077735.642720106989145
-744358.523217059671879,-1077938.264053691178560
-744284.238949343562126,-1078037.437509793788195
-743866.836061511188745,-1078498.237002868205309
-744025.657585386186838,-1079128.249658912420273
-748117.902488142251968,-1080009.435298860073090
-748068.982732571661472,-1080132.967787977308035
-746313.617675997316837,-1080682.574243769049644
-746203.875163849443197,-1080794.047618921846151
-746080.263570524752140,-1080865.654043193906546
-745798.397803392261267,-1081182.526828970760107
-745470.267597772181034,-1081330.185927908867598
-744834.777018751949072,-1081396.797785621136427
-744247.269692238420248,-1081175.585041530430317
-743921.002888470888138,-1081160.400525420904160
-743385.269180938601494,-1081043.091599419713020
-742640.073808334767818,-1081027.279139064252377
-746513.999819070100784,-1081514.999558933079243
-746232.731961034238338,-1081350.720193721354008
-745688.990392748266459,-1081499.546472676098347
-736684.990213271230459,-1080038.982555318623781
-735809.012179922312498,-1079642.102408181875944
-735047.838455125689507,-1079629.651964120566845
-734814.757983867079020,-1079279.956867840141058
-734561.036202903836966,-1079146.374826055020094
-734341.812763836234808,-1078953.247744053602219
-734158.295533835887909,-1078903.020236965268850
-733346.071129210293293,-1079024.428437493741512
-733172.556652922183275,-1079017.180535960942507
-732783.007003989070654,-1078941.984910897910595
-732377.216369900852442,-1079041.450685873627663
-739639.615974809974432,-1081228.935156799852848
-732440.434779185801744,-1084307.770944625139236
-736615.877405196428299,-1082836.275628533214331
-735998.226833987981081,-1082786.352838553488255
-735459.175988271832466,-1083104.889606732875109
-734933.903769027441740,-1083196.520223084837198
-734784.189706828445196,-1083221.341657757759094
-734632.174462959170341,-1083242.591004688292742
-733883.443498816341162,-1083234.738733012229204
-733628.266759157180786,-1083413.367043357342482
-733328.409411467611790,-1083857.429098132997751
-733014.043687857687473,-1083901.282167851924896
-732943.702756341546774,-1084024.504526548087597
-732618.807790730148554,-1084087.299998965114355
-739057.960962951183319,-1081833.171015832573175
-738910.280734635889530,-1082027.115333393216133
-738410.741132788360119,-1082453.153327737003565
-738071.367651782929897,-1082699.246529065072536
-737140.177323672920465,-1083062.441204290837049
-736952.424438599497080,-1083048.181666124612093
-747426.047626540064812,-1090954.199152931571007
-747186.651391230523586,-1090850.724732756614685
-746433.968883607536554,-1090952.314097829163074
-745934.407279264181852,-1091122.281632088124752
-745813.833078105002642,-1091222.469822343438864
-741516.830154944211245,-1087544.366723217070103
-741395.973413798958063,-1087308.154738001525402
-741513.040836215019226,-1087062.257638283073902
-741370.229445908218622,-1086814.871703010052443
-740555.422891236841679,-1086263.797017179429531
-740460.353948347270489,-1085170.859706357121468
-740236.750615619122982,-1084733.228142928332090
-740089.946121562272310,-1084670.634185429662466
-743429.735002703964710,-1089470.688727870583534
-743329.698385193943977,-1089318.847059246152639
-742569.910293769091368,-1088263.587800219655037
-741766.385955404490232,-1087761.693931311368942
-741731.798031918704510,-1087733.527418781071901
-745031.653954684734344,-1090862.489432364702225
-743781.067189447581768,-1089949.753086473792791
-743026.208879455924034,-1088965.474053699523211
-742835.701316826045513,-1088526.475192312151194
-745366.539974272251129,-1091098.195534799247980
-739994.763324491679668,-1084169.221402842551470
-740007.914879828691483,-1083972.813154995441437
-740009.242887616157532,-1083739.015507142990828
-739995.123920951038599,-1083316.763688314706087
-739966.228357464075089,-1082941.518455658107996
-739944.162648089230061,-1082758.311356075108051
-739912.730336528271437,-1082497.335736397653818
-739899.486580252647400,-1082305.809947151690722
-739859.789886776357889,-1081815.140319723635912
-743636.636694844812155,-1089425.189312670379877
-743775.879839114844799,-1089376.846511438488960
-744066.340200223028660,-1089153.895220927894115
-744202.895547542721033,-1088915.808308746665716
-744359.409603320062160,-1087673.435808628797531
-744554.133961744606495,-1087178.553576361387968
-744359.341325733810663,-1086816.348489578813314
-743975.219482980668545,-1086562.360932435840368
-743900.741558376699686,-1086248.958603821694851
-743901.104075688868761,-1086222.504095014184713
-744030.375549141317606,-1085948.150259364396334
-744046.298545844852924,-1085930.535689827054739
-744157.078667756170034,-1085807.988248959183693
-744258.437705114483833,-1085616.707630380988121
-744336.601047776639462,-1084985.301482930779457
-744340.283497240394354,-1084971.963430244475603
-744452.700534995645285,-1084673.116101887077093
-744389.816354103386402,-1084273.635469287633896
-744379.731876835227013,-1084126.283881425857544
-742346.155562914907932,-1091466.819762434810400
-742291.265447560697794,-1091371.791506700217724
-742276.271445125341415,-1091243.092447388917208
-742299.293913826346397,-1090845.465612377971411
-742429.739552214741707,-1090354.872993685305119
-743951.472852770239115,-1085864.563126854598522
-743875.443402964621782,-1085775.063434761017561
-743827.741817325353622,-1085841.570518683642149
-743737.207484059035778,-1085989.090792350471020
-743287.688111815601587,-1086570.071061000227928
-742800.848315652459860,-1086957.015335030853748
-741111.206809673458338,-1087296.767922528088093
-740869.071962121874094,-1087284.440587665885687
-740577.104953918606043,-1087464.419082917273045
-740091.440021183341742,-1087507.918890338391066
-739067.112778868526220,-1086833.276616171002388
-738586.552250545471907,-1086062.000078696757555
-738147.277135603129864,-1085940.468594342470169
-738198.051212627440691,-1090285.220425970852375
-738336.503838654607534,-1089979.950988166034222
-738878.412564110010862,-1089328.738403495401144
-739540.035647157579660,-1088925.831667970865965
-740028.450368005782366,-1088765.666769485920668
-740061.823614023625851,-1088578.248462047427893
-739914.281163237988949,-1088010.744023613631725
-739760.000011540949345,-1084532.000126123428345
-739780.748539756983519,-1082634.820951100438833
-739555.379419427365065,-1082871.825026165693998
-739392.724921073764563,-1083217.894425448030233
-739253.027582421898842,-1083932.657377693802118
-738896.781504936516285,-1084346.723045703023672
-738564.026060365140438,-1085213.306886438280344
-738236.941322542726994,-1085542.206306297332048
-734571.559158481657505,-1088604.281780216842890
-734757.268430784344673,-1090056.567695066332817
-734694.791819933801889,-1090356.425042755901814
-734470.731673482805490,-1090697.666989676654339
-734120.632324997335672,-1090907.554909452795982
-734562.509671632200480,-1087984.696386355906725
-737762.742134872823954,-1086613.870696086436510
-736969.620436847209930,-1086995.817609585821629
-736419.328585848212242,-1087073.681648451834917
-735565.305376276373863,-1087237.843143150210381
-735396.904384799301624,-1087319.991382282227278
-737490.806129045784473,-1082294.152116809040308
-736976.076423153281212,-1085076.098099917173386
-736404.726612009108067,-1084404.773487802594900
-736102.290257483720779,-1083623.465383827686310
-736353.269759122282267,-1080518.500060562044382
-732589.427299220114946,-1084480.290419157594442
-750534.921885278075933,-1083918.860241185873747
-750417.540490739047527,-1083678.729541610926390
-750529.012468911707401,-1083489.807206418365240
-750384.759216636419296,-1083346.698782421648502
-750324.497698321938515,-1083292.429626390337944
-750289.263844422996044,-1083230.907504763454199
-750266.447430841624737,-1083084.862446062266827
-750180.845149107277393,-1082832.331768464297056
-750168.113562043756247,-1082745.464343216270208
-750103.296130102127790,-1082532.097060505300760
-750030.505762007087469,-1082380.219244923442602
-749952.554411649703979,-1082225.460324745625257
-749551.766202151775360,-1082214.930558871477842
-749517.152259841561317,-1082095.433606892824173
-743714.111499082297087,-1099215.150600127875805
-744490.243253976106644,-1098253.374183434993029
-745688.157615743577480,-1097092.304572585970163
-745846.494036972522736,-1096718.554287284612656
-746019.198611866682768,-1096578.402928881347179
-742604.288145806640387,-1100763.344695921987295
-742794.718001212924719,-1100518.924382768571377
-741288.829117015004158,-1100884.517155420035124
-741946.692916486412287,-1100594.424550317227840
-742071.301781665533781,-1100334.216398648917675
-742339.401844426989555,-1100596.467115346342325
-740885.278546549379826,-1104269.828676618635654
-740831.326680481433868,-1103478.105883311480284
-740916.714175947010517,-1103372.689306318759918
-740921.064907569438219,-1102660.398666266351938
-741089.295641638338566,-1102222.472863111644983
-741189.795533921569586,-1101843.985580150038004
-741415.928629800677299,-1101601.393045760691166
-740215.536367908120155,-1106824.630322150886059
-740247.202848888933659,-1106671.368794050067663
-747056.585732456296682,-1095460.580620620399714
-747452.169827811419964,-1095209.462992202490568
-747691.924564104527235,-1094938.243115231394768
-747952.007860336452723,-1094117.223824068903923
-748313.729939948767424,-1093779.322589434683323
-748502.131025537848473,-1093442.293072734028101
-748779.648156523704529,-1093304.654189806431532
-740394.235225938260555,-1101247.608803089708090
-740206.607196297496557,-1101420.494287390261889
-739886.096664540469646,-1101705.557575963437557
-739651.271360434591770,-1102210.581037972122431
-739195.152811042964458,-1102732.753524642437696
-738946.332173340022564,-1103679.569117274135351
-738786.660759404301643,-1103761.480393014848232
-738732.420765414834023,-1103746.758103944361210
-738375.141443736851215,-1103771.449619114398956
-738289.238111980259418,-1103538.369671724736691
-737966.063706617802382,-1103383.802662204951048
-737818.124163169413805,-1103446.444815643131733
-743404.767059348523617,-1103092.614123255014420
-742196.462280850857496,-1103714.165771909058094
-742017.780361250042915,-1103936.427127011120319
-741798.002668835222721,-1104057.295742519199848
-741391.926176920533180,-1103962.420456521213055
-741211.286384437233210,-1104185.347299810498953
-739848.398880351334810,-1106576.336347367614508
-739234.099498804658651,-1106105.344285398721695
-738336.624503135681152,-1105932.197390489280224
-737731.935497459024191,-1106045.974392037838697
-737832.045805867761374,-1107081.264639846980572
-737827.447633478790522,-1107068.702611695975065
-737739.236833624541759,-1106712.489537954330444
-737796.526094142347574,-1106155.922610059380531
-741894.691239889711142,-1100188.458070881664753
-741480.176266949623823,-1099720.396881062537432
-740842.843240834772587,-1099450.849368397146463
-740213.003112293779850,-1098883.915423247963190
-740010.770664095878601,-1098850.690257523208857
-739770.590546213090420,-1098580.426266755908728
-739518.243921242654324,-1098482.967608347535133
-739363.837390244007111,-1098461.230888672173023
-738672.563848555088043,-1098118.823857206851244
-738652.562182836234570,-1097732.265325348824263
-736780.211602024734020,-1095374.507206078618765
-736359.339654009789228,-1095323.042669780552387
-735688.446709912270308,-1095134.153163708746433
-734864.901322677731514,-1094696.324101686477661
-733883.067710157483816,-1094717.758025109767914
-738189.219131391495466,-1097376.205919831991196
-738070.840464998036623,-1097017.792771123349667
-738466.516586665064096,-1097386.587954662740231
-733643.131365962326527,-1094614.634422507137060
-733209.752046789973974,-1094845.437810070812702
-738323.075680509209633,-1096516.405658114701509
-738378.696942295879126,-1096312.569647062569857
-738306.852681521326303,-1096137.957316078245640
-737723.099574521183968,-1095862.847188290208578
-737162.671557847410440,-1095729.236857581883669
-733060.820994045585394,-1094842.054140526801348
-732946.604990318417549,-1094828.788207136094570
-749115.465265855193138,-1103415.794465802609921
-749117.300728026777506,-1103406.268432833254337
-749284.245538450777531,-1102876.855204172432423
-749293.312312971800566,-1102580.369651656597853
-749390.526149962097406,-1102271.808570627123117
-749468.786059129983187,-1102059.473484367132187
-749821.992648977786303,-1101073.687106002122164
-750125.834893140941858,-1100743.007055584341288
-750320.408726554363966,-1100549.391727726906538
-750656.515710037201643,-1100374.015246570110321
-751204.460977390408516,-1100164.474651906639338
-743935.327211763709784,-1104864.192399933934212
-743927.107533331960440,-1104866.432987429201603
-743939.989994656294584,-1104785.020434923470020
-743688.027714870870113,-1104708.139872696250677
-743597.392624143511057,-1104413.349734727293253
-743725.137019604444504,-1103863.225871033966541
-743625.631255965679884,-1103504.926925759762526
-743475.478540834039450,-1103167.499268658459187
-738583.745360717177391,-1097352.047703251242638
-741376.294800601899624,-1095532.311201833188534
-743027.689507730305195,-1095228.316162560135126
-743114.884351070970297,-1095191.460410397499800
-743682.296588566154242,-1094740.307090900838375
-743988.589142426848412,-1094081.892181295901537
-744278.545541606843472,-1093690.672962024807930
-744440.052766963839531,-1093488.897502169013023
-744494.803533177822828,-1093418.827934771776199
-744892.167036730796099,-1092855.960958898067474
-745352.981198135763407,-1092057.213082984089851
-745565.767859429121017,-1091522.775601856410503
-738912.770858373492956,-1097221.266788735985756
-739353.232711110264063,-1096814.292385444045067
-740094.812165606766939,-1096763.902653604745865
-737314.033187892287970,-1105890.400157153606415
-737090.463382776826620,-1105605.311373624950647
-736879.938438359647989,-1105420.986861575394869
-737274.398834820836782,-1104352.890543196350336
